Class_Code,Rev_Date,Piping_Comp_Name,Rev_Desc,Last_Updt_Id,Last_Updt_Date
DAC ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
DAC ,19970714,BALL VALVES                                                                                         ,Changed class 300 flanged valves v-number and face to face dimension to ASME B16.10 short pattern dimension.\\
Added Maintenance Note B.,PCSSME  ,1997-7-14
DAC ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note C for in kind replacement of Wafer Style check valve.  ,PCSSME  ,1997-7-15
DAC ,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
DAC ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
DAC ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
DAC ,19971203,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-12-3
DAC ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
DAC ,19971204,BALL VALVES                                                                                         ,Replaced 300 class valves V-Numbers to comply with ASME B16.10 short pattern face to face dimension. Added in the Maintenance Note the V-Number to use to replace existing Neles-Jamesbury valves with the proprietary face to face dimension.,PCSSME  ,1997-12-4
DAC ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
DAC ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
DAC ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
A   ,19980807,FITTINGS                                                                                            ,Added hydrotest requirements per ASTM C14 for Reinforced Concrete fittings.,PCSSME  ,1998-8-7
A   ,19980807,GATE VALVES                                                                                         ,Replaced the Butterfly valves with Gate valves.,PCSSME  ,1998-8-7
A   ,19980807,PIPE                                                                                                ,Replaced cast iron pipe with ductile iron and increased pipe size to 18\". Added hydrotest requirement per ASTM C14 for Reinforced Concrete pipe.,PCSSME  ,1998-8-7
AA  ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
AA  ,19971204,PIPE                                                                                                ,Increased pipe size to 24\".,PCSSME  ,1997-12-4
AA  ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
AA  ,19980706,PIPE                                                                                                ,Added Note 170 to allow welded (ERW) pipe to be substituted for seamless pipe.,PCSSME  ,1998-7-7
AA  ,19990608,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-8
CA  ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106,PCSSME  ,1997-1-9
CA  ,19970116,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows.,PCSSME  ,1997-1-16
CA  ,19970116,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows.,PCSSME  ,1997-1-16
CA  ,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F. ,PCSSME  ,1997-4-22
CA  ,19970708,FITTINGS                                                                                            ,Added Note 163 for the seamless fittings. Added 100% RT requirements for the welded fittings.,PCSSME  ,1997-7-10
CA  ,19970715,CHECK VALVES                                                                                        ,Add Maintenance Note B for replacement in kind of Wafer Style Check valve.  ,PCSSME  ,1997-7-15
CA  ,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
CA  ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CA  ,19971204,BALL VALVES                                                                                         ,To comply with ASME B16.10 short pattern face to face dimension\, added \"short pattern\" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.,PCSSME  ,1997-12-4
CA  ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CA  ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CA  ,19980708,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-7-8
CA  ,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CA  ,19980810,PIPE                                                                                                ,Added Note 184 to allow welded (ERW) pipe to be substituted for seamless in Nitrogen and Process Air services.,PCSSME  ,1998-8-10
CA  ,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CA  ,19990511,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-11
CA  ,19990608,PLUGS                                                                                               ,Changed to pressure relief plugs,PCSSME  ,1999-6-8
CA  ,20080118,GASKETS                                                                                             ,Removed compressed asbestos,SILVERM3,2008-1-18
CAA ,19961217,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAA ,19970116,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows.,PCSSME  ,1997-1-16
CAA ,19970116,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows.,PCSSME  ,1997-1-16
CAA ,19970709,FITTINGS                                                                                            ,Added Note 163,PCSSME  ,1997-7-9
CAA ,19971204,,Changed temp. limit from 750F to 800F. Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CAA ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CAA ,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
CAA ,19980708,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-7-8
CAA ,19980805,ORBIT VALVES                                                                                        ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAA ,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA rulated fluid only.,PCSSME  ,1999-5-10
CAA ,19990511,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-11
CAA ,19990608,PLUGS                                                                                               ,Changed to pressure relief plugs,PCSSME  ,1999-6-8
CAB ,19961217,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAB ,19970116,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows.,PCSSME  ,1997-1-16
CAB ,19970116,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows.,PCSSME  ,1997-1-16
CAB ,19970709,FITTINGS                                                                                            ,Added Note 163,PCSSME  ,1997-7-9
CAB ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CAB ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CAB ,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
CAB ,19980708,GATE VALVES                                                                                         ,Added extended body valves for vents and drains,PCSSME  ,1998-7-8
CAB ,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAB ,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CAB ,19990511,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-11
CAB ,19990608,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-8
CAC ,19961217,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAC ,19970116,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows.,PCSSME  ,1997-1-16
CAC ,19970116,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows.,PCSSME  ,1997-1-16
CAC ,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F.,PCSSME  ,1997-4-22
CAC ,19970709,FITTINGS                                                                                            ,Added Note 163,PCSSME  ,1997-7-9
CAC ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note C for replacement in kind of Wafer Style check valve.,PCSSME  ,1997-7-15
CAC ,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
CAC ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CAC ,19971204,BALL VALVES                                                                                         ,To comply with ASME B16.10 short pattern face to face dimension\, added \"short pattern\" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.,PCSSME  ,1997-12-4
CAC ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CAC ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
CAC ,19980708,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-7-8
CAC ,19980805,ORBIT VALVES SEAT (MAX. 500F)                                                                       ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAC ,19990511,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-11
CAC ,19990608,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-8
CAC2,19961217,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAC2,19970120,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSVs with 321SS bellows. Added stress relief requirement for bonnet welds in the V-sheets.,PCSSME  ,1997-12-3
CAC2,19970120,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSVs with 321SS bellows. Added stress relief requirement for bonnet welds in the V-sheets.,PCSSME  ,1997-12-3
CAC2,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F.,PCSSME  ,1997-4-22
CAC2,19970709,FITTINGS                                                                                            ,Added Note 163,PCSSME  ,1997-7-9
CAC2,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
CAC2,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.\\
\\
Revised V-sheets for gate\, globe and check valves to change seat ring materials to either carbon steel or stainless steel with stellite facing.,PCSSME  ,1997-12-4
CAC2,19971204,BALL VALVES                                                                                         ,To comply with ASME B16.10 short pattern face to face dimension\, added \"short pattern\" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.,PCSSME  ,1997-12-4
CAC2,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CAC2,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
CAC2,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAC2,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAC2,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CAC2,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-13
CAC2,19990608,PLUGS                                                                                               ,Changed from: 'ROUND HEAD SOLID\, SCREWED\, W/ 2 ' to: 'ROUND HEAD SOLID\, SCREWED\, W/ 2 ' ,PCSSME  ,1999-6-8
CAC2,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAC3,19961217,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAC3,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F.,PCSSME  ,1997-4-22
CAC3,19970709,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-7-9
CAC3,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
CAC3,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows. Added stress relief requirement for bonnet welds in the V-sheets.,PCSSME  ,1997-12-3
CAC3,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows. Added stress relief requirement for bonnet welds in the V-sheets.,PCSSME  ,1997-12-3
CAC3,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CAC3,19971204,BALL VALVES                                                                                         ,To comply with ASME B16.10 short pattern face to face dimension\, added \"short pattern\" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.,PCSSME  ,1997-12-4
CAC3,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CAC3,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAC3,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAC3,19980805,ORBIT VALVES SEAT (MAX. 500F)                                                                       ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAC3,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CAC3,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-13
CAC3,19990608,PLUGS                                                                                               ,Changed from: 'ROUND HEAD SOLID\, SCREWED\, W/ 2 ' to: 'ROUND HEAD SOLID\, SCREWED\, W/ 2 ' ,PCSSME  ,1999-6-8
CAC3,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CACN,19961217,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CACN,19970422,BALL VALVES                                                                                         ,Changed temp. limit for 300 Class ball valves to 400F.,PCSSME  ,1997-4-22
CACN,19970709,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-7-9
CACN,19971203,BALL VALVES                                                                                         ,Changed wrench operator to round or oval in 2\" and smaller valve sizes.,PCSSME  ,1997-12-3
CACN,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CACN,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CACN,19971204,,Revised V-sheets for gate\, globe and check valves to change seat ring materials to either carbon steel or stainless steel with stellite facing.\\
\\
Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CACN,19971204,BALL VALVES                                                                                         ,To comply with ASME B16.10 short pattern face to face dimension\, added \"short pattern\" in the V-sheets for class 150 valves and replaced the V-Numbers for 300 class valves.,PCSSME  ,1997-12-4
CACN,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CACN,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
CACN,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CACN,19980805,ORBIT VALVES (MAX. 500F)                                                                            ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CACN,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CACN,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
CACN,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAD ,19961217,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAD ,19970709,FITTINGS                                                                                            ,Added Note 163.,PCSSME  ,1997-7-9
CAD ,19971203,BELLOWS- SEAL GATE VALVES                                                                           ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CAD ,19971203,BELLOWS- SEAL GLOBE VALVES                                                                          ,Added BSV's with 321SS bellows.,PCSSME  ,1997-12-3
CAD ,19971204,,Made all BSV's full stellited\, from half stellited\, to match manufacturers' standard.,PCSSME  ,1997-12-4
CAD ,19971204,GATE VALVES                                                                                         ,Added a Special Note that gate valves 2\" and smaller are considered tight shut off.,PCSSME  ,1997-12-4
CAD ,19971208,GASKETS                                                                                             ,Added JM Clipper Elastagraph or approved substitute. Added Note 169 to spiral wound gasket.,PCSSME  ,1997-12-8
CAD ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAD ,19980805,ORBIT VALVES                                                                                        ,Added Note 176 stating that Orbit valves are fully bi-directional at full rated pressure.,PCSSME  ,1998-8-5
CAD ,19990510,GATE VALVES                                                                                         ,Added screwed end valves for EPA regulated fluid only.,PCSSME  ,1999-5-10
CAD ,19990512,BUTTERFLY VALVES                                                                                    ,Added,PCSSME  ,1999-5-12
CAD ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAE ,19961217,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAE ,19971204,FITTINGS                                                                                            ,Added special Note D.,PCSSME  ,1997-12-4
CAE ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAE ,20020719,PIPE NIPPLES                                                                                        ,Added Alloy 20 pipe nipples for vents & drains.,ASAHIDT ,2002-7-19
CAE ,20040120,PIPE NIPPLES                                                                                        ,Added specification for pipe nipples in classes CAE and DAE.,ASAHIDT ,2004-1-20
CAH ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAH ,19970709,FITTINGS                                                                                            ,Added Note 163 for the seamless fittings. Added 100% RT for the welded fittings.,PCSSME  ,1997-7-10
CAH ,19970714,GATE VALVES                                                                                         ,Added Special Note B.,PCSSME  ,1997-7-14
CAH ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note for replacement in kind of Wafer Style check valve.,PCSSME  ,1997-7-15
CAH ,19971013,GASKETS                                                                                             ,Replaced the tang core gasket with JM Clipper Elastagraph. ,PCSSME  ,1997-12-2
CAH ,19980706,PIPE                                                                                                ,Added Note 171 to allow welded (ERW) pipe to be substituted for seamless pipe\, except for Boiler Feedwater.,PCSSME  ,1998-7-7
CAH ,19980804,GATE VALVES                                                                                         ,Added extended body valves for vents and drains.,PCSSME  ,1998-8-4
CAH ,19990609,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-9
CAH ,19990616,GATE VALVES                                                                                         ,Added 1/2' to 1-1/2\" Class 300 flanged gate valves.,PCSSME  ,1999-6-16
CAI ,19970109,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-9
CAI ,19990614,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-14
CAJ ,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106. Added \"TYPE E\" to galvanized steel pipe.,PCSSME  ,1997-1-15
CAJ ,19970709,FITTINGS                                                                                            ,Added Note 164 for the seamless fittings. Added 100% RT or UT requirements for the welded fittings.,PCSSME  ,1997-7-10
CAJ ,19970715,CHECK VALVES                                                                                        ,Added a Maintenance Note for replacement in kind of Wafer Style check valve.,PCSSME  ,1997-7-15
CAJ ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute. ,PCSSME  ,1997-12-8
CAJ ,19990614,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-14
CAK ,19970115,PIPE                                                                                                ,Changed seamless A53 and API 5L to A106.,PCSSME  ,1997-1-15
CAK ,19970709,FITTINGS                                                                                            ,Added Note 164 for the seamless fittings. Added 100% RT or UT requirements for the welded fittings.,PCSSME  ,1997-7-10
CAK ,19970715,CHECK VALVES                                                                                        ,Added a Maintenance Note for replacement in kind of Wafer Style check valve.,PCSSME  ,1997-7-15
CAK ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAL ,19970115,PIPE                                                                                                ,Changed seamless A53 and API 5L to A106. Added \"TYPE E\" to galvanized steel pipe.,PCSSME  ,1997-1-15
CAL ,19970709,FITTINGS                                                                                            ,Added Note 164 for the seamless fittings. Added 100% RT or UT requirements for the welded fittings.,PCSSME  ,1997-7-10
CAL ,19970715,CHECK VALVES                                                                                        ,Added a Maintenance Note for replacement in kind of Wafer Style check valve.,PCSSME  ,1997-7-15
CAL ,19971204,,Changed pressure limit from 150 to 200 psig.,PCSSME  ,1997-12-4
CAL ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAL ,19980706,PIPE                                                                                                ,Added Note 170 to allow welded (ERW) pipe to be substituted for seamless pipe.,PCSSME  ,1998-7-7
CAL ,19990614,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-14
CALC,19970115,PIPE                                                                                                ,Added \"TYPE E\" to galvanized steel pipe.,PCSSME  ,1997-1-15
CALC,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
CALC,19971203,PIPE                                                                                                ,Added Special Note.,PCSSME  ,1997-12-3
CALC,19980810,,Added that Special Note that potable water piping shall be sanitized before placing it in service.,PCSSME  ,1998-8-10
CALC,19990614,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-14
CALW,19970115,PIPE                                                                                                ,Added \"TYPE E\" to galvanized steel pipe.,PCSSME  ,1997-1-15
CALW,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CALW,19990615,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-15
CAM ,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106. Added \"TYPE E\" to galvanized steel pipe.,PCSSME  ,1997-1-15
CAM ,19970710,FITTINGS                                                                                            ,Added Note 164.,PCSSME  ,1997-7-10
CAM ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAM ,19990615,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-15
CAN ,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106. Added \"TYPE E\" to galvanized steel pipe.,PCSSME  ,1997-1-15
CAN ,19970710,FITTINGS                                                                                            ,Added Note 164.,PCSSME  ,1997-7-10
CAN ,19970715,CHECK VALVES                                                                                        ,Added Maintenance Note for in kind replacement of Wafer Style check valve.,PCSSME  ,1997-7-15
CAN ,19971208,GASKETS                                                                                             ,Replaced Tang Core with JM Clipper Elastagraph or approved substitute.,PCSSME  ,1997-12-8
CAN ,19980706,PIPE                                                                                                ,Added Note 170 to allow welded (ERW) pipe to be substituted for seamless pipe.,PCSSME  ,1998-7-7
CAN ,19990615,PLUGS                                                                                               ,Changed to pressure relief plugs.,PCSSME  ,1999-6-15
CAO ,19970115,PIPE                                                                                                ,Changed A53 and API 5L to A106.,PCSSME  ,1997-1-15
